Company Names,Battery Capacity_CC,HorsePower_hp,Total Speed_km/h,Acceleration_0_100_sec,Fuel Types,Seats,Torque_Nm,Cars Prices_USD
Volkswagen,1498.0,189.0,210.0,7.7,Petrol,5,250.0,21995.0
Volkswagen,999.0,140.0,190.0,9.5,Petrol,5,175.0,18000.0
Volkswagen,999.0,140.0,190.0,9.5,Petrol,5,175.0,18000.0
Volkswagen,1598.0,140.0,190.0,9.5,Petrol,5,175.0,18000.0
Volkswagen,1598.0,140.0,190.0,9.5,Petrol,5,175.0,18000.0
Volkswagen,1984.0,215.0,250.0,5.6,Petrol,5,350.0,46000.0
Volkswagen,2813.6,251.5,160.0,7.8,Electric,5,310.0,39735.0
Volkswagen,2813.6,82.0,160.0,13.0,Petrol,5,95.0,15000.0
Volkswagen,2967.0,365.5,235.0,5.9,Petrol,5,600.0,55000.0
Volkswagen,2967.0,365.5,235.0,5.9,Petrol,5,600.0,55000.0
Volkswagen,2967.0,365.5,235.0,5.9,Diesel,5,600.0,55000.0
Volkswagen,2967.0,365.5,235.0,5.9,Diesel,5,600.0,55000.0
Volkswagen,3956.0,365.5,235.0,5.9,Petrol,5,600.0,55000.0
Volkswagen,3956.0,365.5,235.0,5.9,Petrol,5,600.0,55000.0
Volkswagen,3956.0,365.5,235.0,5.9,Diesel,5,600.0,55000.0
Volkswagen,3956.0,365.5,235.0,5.9,Diesel,5,600.0,55000.0
Volkswagen,1984.0,202.5,233.0,6.0,Petrol,5,350.0,35000.0
Volkswagen,1984.0,157.5,205.0,7.0,Petrol,5,240.0,20000.0
Volkswagen,2967.0,210.5,180.0,7.9,Diesel,5,550.0,40000.0
Volkswagen,1984.0,207.5,205.0,7.2,Petrol,5,320.0,30000.0
Volkswagen,1984.0,185.0,200.0,9.3,Petrol,5,280.0,33000.0
Volkswagen,1984.0,185.0,200.0,9.3,Diesel,5,280.0,33000.0
Volkswagen,1498.0,126.0,185.0,10.5,Petrol,5,250.0,28000.0
Volkswagen,1496.0,126.0,185.0,10.5,Diesel,5,250.0,28000.0
Nissan,3954.0,261.0,160.0,9.5,Petrol,5,385.0,33000.0
Volkswagen,1498.0,122.5,183.0,10.0,Petrol,5,200.0,24000.0
Volkswagen,1984.0,177.0,180.0,13.0,Diesel,5,340.0,70000.0
Volkswagen,2813.6,204.0,160.0,7.3,Electric,5,310.0,35000.0
Volkswagen,2813.6,204.0,145.0,10.2,Electric,5,310.0,59995.0
Volkswagen,1984.0,245.0,250.0,5.9,Petrol,5,350.0,31965.0
Volkswagen,1984.0,315.0,250.0,4.6,Petrol,5,420.0,44640.0
Volkswagen,1968.0,215.0,220.0,7.8,Diesel,5,400.0,36000.0
Volkswagen,1984.0,204.0,238.0,6.7,Petrol,5,320.0,28000.0
Volkswagen,999.0,115.0,196.0,8.8,Petrol,5,200.0,20000.0
Volkswagen,999.0,122.5,200.0,10.2,Petrol,5,250.0,25000.0
Volkswagen,999.0,122.5,200.0,10.2,Petrol,5,250.0,25000.0
Volkswagen,1498.0,122.5,200.0,10.2,Petrol,5,250.0,25000.0
Volkswagen,1498.0,122.5,200.0,10.2,Petrol,5,250.0,25000.0
Volkswagen,2813.6,236.5,180.0,8.4,Electric,5,310.0,45000.0
Volkswagen,2813.6,204.0,145.0,10.2,Electric,5,310.0,55000.0
Volkswagen,2995.0,462.0,250.0,5.1,Hybrid,5,700.0,70000.0
Volkswagen,1395.0,184.0,190.0,9.4,Petrol,5,350.0,50000.0
Volkswagen,1395.0,184.0,190.0,9.4,Petrol,5,350.0,50000.0
Volkswagen,1395.0,184.0,190.0,9.4,Hybrid,5,350.0,50000.0
Volkswagen,1395.0,184.0,190.0,9.4,Hybrid,5,350.0,50000.0
Volkswagen,1968.0,184.0,190.0,9.4,Petrol,5,350.0,50000.0
Volkswagen,1968.0,184.0,190.0,9.4,Petrol,5,350.0,50000.0
Volkswagen,1968.0,184.0,190.0,9.4,Hybrid,5,350.0,50000.0
Volkswagen,1968.0,184.0,190.0,9.4,Hybrid,5,350.0,50000.0
Volkswagen,1199.0,85.0,190.0,10.5,Diesel,5,250.0,22000.0
Volkswagen,1498.0,140.0,210.0,8.9,Petrol,5,250.0,30000.0
Volkswagen,1968.0,173.5,210.0,7.1,Petrol,5,350.0,35000.0
Volkswagen,1984.0,280.0,250.0,5.5,Petrol,5,350.0,40000.0
Volkswagen,1984.0,207.0,215.0,7.6,Petrol,5,320.0,35000.0
Volkswagen,1984.0,255.0,250.0,5.6,Petrol,5,350.0,48000.0
Volkswagen,2813.6,299.0,180.0,6.2,Electric,5,460.0,50000.0
Volkswagen,2813.6,204.0,160.0,7.3,Electric,5,310.0,35000.0
Volkswagen,1498.0,140.0,220.0,7.5,Petrol,5,320.0,32000.0
Volkswagen,1498.0,140.0,220.0,7.5,Petrol,5,320.0,32000.0
Volkswagen,1968.0,140.0,220.0,7.5,Petrol,5,320.0,32000.0
Volkswagen,1968.0,140.0,220.0,7.5,Petrol,5,320.0,32000.0
Volkswagen,1968.0,139.5,160.0,13.0,Diesel,5,410.0,40000.0
Volkswagen,1390.0,67.5,170.0,14.3,Petrol,5,120.0,15000.0
Volkswagen,1390.0,67.5,170.0,14.3,Petrol,5,120.0,15000.0
Volkswagen,1199.0,67.5,170.0,14.3,Petrol,5,120.0,15000.0
Volkswagen,1199.0,67.5,170.0,14.3,Petrol,5,120.0,15000.0
Volkswagen,2861.0,190.0,235.0,6.4,Petrol,5,245.0,25000.0
Volkswagen,2967.0,345.0,250.0,6.1,Petrol,5,560.0,85000.0
Volkswagen,2967.0,345.0,250.0,6.1,Petrol,5,560.0,85000.0
Volkswagen,5603.0,345.0,250.0,6.1,Petrol,5,560.0,85000.0
Volkswagen,5603.0,345.0,250.0,6.1,Petrol,5,560.0,85000.0
Volkswagen,1197.0,157.5,217.0,8.4,Petrol,5,200.0,30000.0
Volkswagen,1197.0,157.5,217.0,8.4,Petrol,5,200.0,30000.0
Volkswagen,1984.0,157.5,217.0,8.4,Petrol,5,200.0,30000.0
Volkswagen,1984.0,157.5,217.0,8.4,Petrol,5,200.0,30000.0
Volkswagen,1498.0,110.0,190.0,12.9,Petrol,5,145.0,15000.0
Volkswagen,1390.0,95.0,170.0,10.8,Petrol,5,132.0,14000.0
Volkswagen,1390.0,95.0,170.0,10.8,Petrol,5,132.0,14000.0
Volkswagen,1598.0,95.0,170.0,10.8,Petrol,5,132.0,14000.0
Volkswagen,1598.0,95.0,170.0,10.8,Petrol,5,132.0,14000.0
Volkswagen,1192.0,47.0,138.0,16.2,Petrol,5,106.0,25000.0
Volkswagen,1198.0,65.0,148.0,16.2,Petrol,5,93.0,12000.0
Volkswagen,1198.0,65.0,148.0,16.2,Petrol,5,92.0,12000.0
Volkswagen,1390.0,65.0,148.0,16.2,Petrol,5,93.0,12000.0
Volkswagen,1390.0,65.0,148.0,16.2,Petrol,5,93.0,12000.0
Volkswagen,1598.0,107.5,186.0,11.7,Petrol,5,153.0,18000.0
Volkswagen,1598.0,107.5,186.0,11.7,Petrol,5,153.0,18000.0
Volkswagen,2813.6,136.0,140.0,10.4,Electric,5,290.0,33000.0
Volkswagen,1598.0,125.0,200.0,9.4,Petrol,5,220.0,20000.0
Volkswagen,1598.0,125.0,200.0,9.4,Petrol,5,220.0,20000.0
Volkswagen,1896.0,125.0,200.0,9.4,Petrol,5,220.0,20000.0
Volkswagen,1896.0,125.0,200.0,9.4,Petrol,5,220.0,20000.0
Volkswagen,1984.0,255.5,190.0,8.6,Petrol,5,350.0,32000.0
Volkswagen,1984.0,255.5,190.0,8.6,Petrol,5,350.0,32000.0
Volkswagen,3597.0,255.5,190.0,8.6,Petrol,5,350.0,32000.0
Volkswagen,3597.0,255.5,190.0,8.6,Petrol,5,350.0,32000.0
Volkswagen,1498.0,158.0,193.0,8.4,Petrol,5,250.0,24000.0
Volkswagen,999.0,98.5,160.0,12.4,Petrol,5,95.0,18000.0
Volkswagen,999.0,132.5,205.0,9.6,Petrol,5,250.0,35000.0
Volkswagen,999.0,132.5,205.0,9.6,Petrol,5,250.0,35000.0
Volkswagen,1498.0,132.5,205.0,9.6,Petrol,5,250.0,35000.0
Volkswagen,1498.0,132.5,205.0,9.6,Petrol,5,250.0,35000.0
Volkswagen,1984.0,240.0,240.0,7.3,Petrol,5,280.0,40000.0
Volkswagen,1968.0,153.0,180.0,12.2,Diesel,5,340.0,35000.0
Volkswagen,2967.0,231.0,191.0,7.9,Diesel,5,580.0,45000.0
Volkswagen,2813.6,170.0,160.0,8.0,Electric,5,220.0,25000.0
Volkswagen,1390.0,90.0,190.0,9.9,Diesel,5,250.0,20000.0
Volkswagen,1390.0,90.0,190.0,9.9,Diesel,5,250.0,20000.0
Volkswagen,1598.0,90.0,190.0,9.9,Diesel,5,250.0,20000.0
Volkswagen,1598.0,90.0,190.0,9.9,Diesel,5,250.0,20000.0
Volkswagen,1395.0,204.0,222.0,7.6,Hybrid,5,350.0,40000.0
Volkswagen,3956.0,421.0,250.0,4.9,Petrol,5,770.0,70000.0
Volkswagen,1395.0,150.0,200.0,7.5,Petrol,5,250.0,30000.0
Volkswagen,1498.0,215.0,210.0,8.7,Petrol,5,250.0,28000.0
Volkswagen,1498.0,215.0,210.0,8.7,Petrol,5,250.0,28000.0
Volkswagen,1968.0,215.0,210.0,8.7,Petrol,5,250.0,28000.0
Volkswagen,1968.0,215.0,210.0,8.7,Petrol,5,250.0,28000.0
Volkswagen,2813.6,201.0,180.0,7.8,Electric,5,310.0,45000.0
Volkswagen,1984.0,157.5,217.0,8.4,Petrol,5,200.0,30000.0
Volkswagen,1984.0,157.5,210.0,8.4,Petrol,5,200.0,30000.0
Volkswagen,1781.0,98.0,165.0,12.0,Petrol,5,170.0,25000.0
Volkswagen,1984.0,228.0,250.0,6.5,Petrol,5,350.0,31000.0
Volkswagen,1984.0,235.0,250.0,5.6,Petrol,5,420.0,50000.0
Volkswagen,999.0,132.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,999.0,132.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,1498.0,132.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,1498.0,132.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,3189.0,240.0,250.0,6.2,Petrol,5,320.0,40000.0
Volkswagen,1598.0,180.0,220.0,8.5,Petrol,5,280.0,26000.0
Volkswagen,1598.0,180.0,220.0,8.5,Petrol,5,280.0,26000.0
Volkswagen,1984.0,180.0,220.0,8.5,Petrol,5,280.0,26000.0
Volkswagen,1984.0,180.0,220.0,8.5,Petrol,5,280.0,26000.0
Volkswagen,1781.0,137.0,220.0,7.1,Petrol,5,230.0,35000.0
Volkswagen,1199.0,85.0,190.0,10.5,Diesel,5,210.0,20000.0
Volkswagen,1968.0,184.0,230.0,7.5,Diesel,5,380.0,38000.0
Volkswagen,1598.0,272.0,200.0,4.1,Petrol,5,400.0,45000.0
Volkswagen,2813.6,204.0,145.0,10.2,Electric,5,310.0,60000.0
Volkswagen,1395.0,170.0,210.0,8.6,Hybrid,5,250.0,28000.0
Volkswagen,1968.0,175.0,220.0,7.8,Petrol,5,320.0,35000.0
Volkswagen,800.0,68.0,160.0,11.9,Hybrid,5,140.0,124332.5
Volkswagen,1968.0,167.0,220.0,8.0,Diesel,5,350.0,28000.0
Volkswagen,1498.0,195.0,220.0,8.5,Petrol,5,280.0,30000.0
Volkswagen,1498.0,195.0,220.0,8.5,Petrol,5,280.0,30000.0
Volkswagen,1968.0,195.0,220.0,8.5,Petrol,5,280.0,30000.0
Volkswagen,1968.0,195.0,220.0,8.5,Petrol,5,280.0,30000.0
Volkswagen,1984.0,300.0,240.0,6.7,Petrol,5,320.0,30000.0
Volkswagen,2813.6,299.0,180.0,6.2,Electric,5,310.0,45000.0
Volkswagen,1984.0,235.0,250.0,5.6,Petrol,5,420.0,50000.0
Volkswagen,1498.0,130.0,220.0,8.8,Petrol,5,200.0,30000.0
Volkswagen,1984.0,220.0,246.0,6.5,Petrol,5,350.0,35000.0
Volkswagen,1968.0,136.0,180.0,12.0,Diesel,5,250.0,25000.0
Volkswagen,1199.0,61.0,165.0,14.5,Diesel,5,140.0,20000.0
Volkswagen,999.0,95.0,187.0,9.5,Petrol,5,175.0,22000.0
Volkswagen,1395.0,215.0,210.0,7.4,Hybrid,5,330.0,32000.0
Volkswagen,1984.0,290.0,250.0,5.6,Petrol,5,370.0,40000.0
Volkswagen,1984.0,210.0,250.0,4.9,Petrol,5,420.0,45000.0
Volkswagen,1968.0,167.0,200.0,8.3,Diesel,5,350.0,35000.0
Volkswagen,2813.6,204.0,145.0,10.2,Electric,5,310.0,55000.0
Volkswagen,1984.0,280.0,250.0,5.6,Petrol,5,350.0,50000.0
Volkswagen,1984.0,228.0,250.0,6.5,Petrol,5,350.0,31000.0
Volkswagen,1984.0,174.0,205.0,7.0,Petrol,5,250.0,25000.0
Volkswagen,1968.0,167.0,220.0,7.8,Diesel,5,350.0,30000.0
Volkswagen,1968.0,167.0,250.0,4.9,Petrol,5,400.0,40000.0
Volkswagen,1395.0,148.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,1395.0,148.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,1968.0,148.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,1968.0,148.5,200.0,8.5,Petrol,5,250.0,27000.0
Volkswagen,1984.0,207.0,237.0,6.7,Petrol,5,320.0,30000.0
Volkswagen,2967.0,285.5,235.0,7.5,Petrol,5,450.0,60000.0
Volkswagen,2967.0,285.5,235.0,7.5,Petrol,5,450.0,60000.0
Volkswagen,1395.0,245.0,200.0,7.5,Hybrid,5,400.0,42000.0
Volkswagen,2813.6,83.0,130.0,11.9,Electric,5,210.0,23000.0
Volkswagen,3996.0,325.0,210.0,7.4,Diesel,5,580.0,70000.0
Volkswagen,1984.0,265.0,250.0,5.9,Petrol,5,380.0,45000.0
Volkswagen,1968.0,190.0,220.0,8.0,Diesel,5,400.0,40000.0
Volkswagen,2813.6,204.0,145.0,10.2,Electric,5,310.0,55000.0
Nissan,1598.0,122.0,180.0,10.4,Petrol,5,154.0,16700.0
Nissan,999.0,100.0,175.0,10.8,Petrol,5,160.0,15500.0
Nissan,5552.0,400.0,210.0,7.3,Petrol,5,560.0,77000.0
Nissan,1332.0,156.0,195.0,8.9,Petrol,5,260.0,26000.0
Nissan,3498.0,260.0,210.0,7.5,Petrol,5,325.0,39000.0
Nissan,3498.0,300.0,220.0,6.2,Petrol,5,353.0,45000.0
Nissan,5552.0,400.0,210.0,6.5,Petrol,5,560.0,51000.0
Nissan,1598.0,122.0,180.0,10.7,Petrol,5,154.0,20000.0
Nissan,1498.0,201.0,200.0,8.0,Hybrid,5,305.0,29000.0
Nissan,2997.0,400.0,250.0,4.5,Petrol,5,475.0,40000.0
Nissan,999.0,100.0,185.0,10.7,Petrol,5,160.0,14500.0
Nissan,1798.0,137.0,190.0,9.6,Petrol,5,174.0,18000.0
Nissan,1198.0,109.0,170.0,11.5,Hybrid,5,150.0,16000.0
Nissan,1598.0,118.0,180.0,11.0,Petrol,5,156.0,15000.0
Nissan,1798.0,122.0,175.0,10.6,Petrol,5,171.0,14500.0
Nissan,999.0,117.0,180.0,10.4,Petrol,5,180.0,25000.0
Nissan,1461.0,110.0,168.0,13.5,Diesel,5,248.0,15500.0
Nissan,999.0,100.0,160.0,13.0,Petrol,5,160.0,12000.0
Nissan,3954.0,261.0,200.0,7.8,Petrol,5,381.0,35000.0
Nissan,5552.0,400.0,210.0,7.3,Petrol,5,560.0,77000.0
Nissan,3799.0,600.0,330.0,2.9,Petrol,5,652.0,124332.5
Nissan,3696.0,332.0,250.0,5.5,Petrol,5,366.0,41820.0
Nissan,2813.6,389.0,200.0,5.1,Electric,5,600.0,58950.0
Nissan,5552.0,400.0,210.0,6.6,Petrol,5,560.0,85000.0
Nissan,5552.0,400.0,210.0,6.5,Petrol,5,560.0,70600.0
Nissan,1598.0,126.0,190.0,10.1,Petrol,5,154.0,14500.0
Nissan,1197.0,115.0,190.0,10.7,Petrol,5,190.0,19000.0
Nissan,1498.0,102.0,175.0,11.5,Petrol,5,139.0,13000.0
Nissan,1997.0,133.0,185.0,10.5,Petrol,5,191.0,18500.0
Nissan,1198.0,79.0,170.0,13.7,Petrol,5,106.0,12000.0
Nissan,1997.0,141.0,190.0,9.8,Petrol,5,199.0,24960.0
Nissan,1997.0,179.0,180.0,9.4,Hybrid,5,207.0,28500.0
Nissan,3498.0,284.0,190.0,7.4,Petrol,5,351.0,42820.0
Nissan,5552.0,400.0,210.0,6.5,Petrol,5,560.0,65300.0
Nissan,1598.0,104.0,165.0,12.5,Petrol,5,145.0,14000.0
Nissan,3799.0,690.5,315.0,2.5,Petrol,5,780.0,124332.5
Nissan,3696.0,350.0,250.0,5.2,Petrol,5,374.0,45790.0
Nissan,2813.6,389.0,200.0,5.1,Electric,5,600.0,60000.0
Nissan,5552.0,428.0,210.0,6.5,Petrol,5,560.0,105000.0
Nissan,2997.0,300.0,250.0,5.0,Petrol,5,400.0,41750.0
Nissan,1998.0,140.0,200.0,9.6,Petrol,5,190.0,20000.0
Nissan,2997.0,400.0,250.0,5.0,Petrol,5,475.0,50000.0
Nissan,1998.0,150.0,190.0,10.5,Petrol,5,190.0,22000.0
Nissan,2498.0,210.0,210.0,8.6,Petrol,5,250.0,30000.0
Nissan,1796.0,120.0,175.0,11.0,Petrol,5,170.0,18500.0
Nissan,4750.0,280.0,190.0,8.2,Petrol,5,451.0,55000.0
Nissan,2488.0,250.0,190.0,7.7,Hybrid,5,329.0,42500.0
Nissan,2498.0,190.0,175.0,10.8,Petrol,5,240.0,40000.0
Nissan,1497.0,201.0,180.0,8.2,Petrol,5,300.0,38000.0
Nissan,1332.0,158.0,190.0,9.2,Hybrid,5,270.0,36000.0
Nissan,3799.0,600.0,330.0,2.8,Petrol,5,652.0,124332.5
Nissan,2997.0,420.0,270.0,4.7,Petrol,5,475.0,55000.0
Nissan,2813.6,389.0,200.0,5.1,Electric,5,600.0,63000.0
Nissan,5552.0,428.0,210.0,6.5,Petrol,5,560.0,98000.0
Nissan,5026.0,390.0,250.0,5.6,Petrol,5,500.0,61750.0
Nissan,1998.0,140.0,180.0,9.8,Petrol,5,186.0,20000.0
Nissan,1798.0,125.0,175.0,10.8,Petrol,5,168.0,18000.0
Nissan,1838.0,115.0,170.0,11.5,Petrol,5,161.0,17500.0
Nissan,2960.0,210.0,200.0,8.4,Petrol,5,265.0,32000.0
Nissan,1598.0,190.0,200.0,7.5,Petrol,5,240.0,24000.0
Nissan,2438.0,150.0,180.0,10.6,Petrol,5,217.0,20000.0
Nissan,2498.0,158.0,175.0,11.0,Petrol,5,225.0,18500.0
Nissan,5552.0,428.0,210.0,6.5,Petrol,5,560.0,95000.0
Nissan,5552.0,400.0,200.0,6.5,Petrol,5,560.0,60000.0
Nissan,1497.0,201.0,180.0,8.2,Petrol,5,300.0,39000.0
Nissan,3799.0,600.0,330.0,2.8,Petrol,5,652.0,124332.5
Nissan,2997.0,400.0,250.0,4.2,Petrol,5,475.0,48000.0
Nissan,2568.0,276.0,250.0,5.6,Petrol,5,392.0,70000.0
Nissan,2813.6,389.0,200.0,5.1,Electric,5,600.0,67000.0
Nissan,1997.0,268.0,230.0,6.5,Petrol,5,380.0,50000.0
Nissan,2488.0,129.0,155.0,12.5,Diesel,5,356.0,28000.0
Nissan,2298.0,190.0,180.0,10.2,Diesel,5,450.0,32000.0
Nissan,5552.0,400.0,195.0,6.9,Petrol,5,560.0,55000.0
Nissan,1461.0,85.0,140.0,15.0,Diesel,5,200.0,25000.0
Nissan,2488.0,130.0,145.0,14.8,Diesel,5,350.0,27000.0
Nissan,1397.0,67.0,145.0,14.0,Petrol,5,110.0,14000.0
Nissan,2825.0,94.0,160.0,12.5,Diesel,5,184.0,22000.0
Nissan,1998.0,247.0,235.0,5.9,Petrol,5,275.0,45000.0
Nissan,1998.0,140.0,200.0,9.0,Petrol,5,180.0,22000.0
Nissan,1498.0,105.0,165.0,12.3,Petrol,5,150.0,16000.0
Nissan,4750.0,280.0,190.0,8.2,Petrol,5,451.0,58000.0
Nissan,3498.0,284.0,195.0,7.2,Petrol,5,351.0,44000.0
Nissan,2664.0,125.0,160.0,12.9,Diesel,5,278.0,28000.0
Nissan,3498.0,260.0,195.0,7.6,Petrol,5,325.0,47000.0
Nissan,1497.0,204.0,190.0,8.0,Hybrid,5,305.0,43000.0
Nissan,3000.0,500.0,320.0,3.0,Hybrid,5,650.0,124332.5
Nissan,2997.0,400.0,250.0,4.5,Petrol,5,475.0,70000.0
Nissan,3696.0,328.0,250.0,5.5,Petrol,5,365.0,42000.0
Nissan,5552.0,400.0,200.0,6.5,Petrol,5,560.0,85000.0
Nissan,2813.6,389.0,200.0,5.1,Electric,5,600.0,68000.0
Nissan,1595.0,96.0,175.0,10.2,Petrol,5,135.0,25000.0
Nissan,1998.0,200.0,240.0,7.2,Petrol,5,265.0,30000.0
Nissan,2960.0,300.0,250.0,5.9,Petrol,5,384.0,50000.0
Nissan,3495.0,550.0,330.0,3.3,Petrol,5,637.0,124332.5
Nissan,987.0,76.0,170.0,12.8,Petrol,5,103.0,20000.0
Nissan,2389.0,134.0,160.0,10.6,Petrol,5,206.0,25000.0
Nissan,2999.0,130.0,130.0,16.2,Diesel,5,300.0,35000.0
Nissan,659.0,48.0,110.0,16.2,Petrol,5,62.0,10000.0
Nissan,1998.0,131.0,140.0,14.0,Petrol,5,188.0,28000.0
Nissan,1770.0,85.0,155.0,13.8,Petrol,5,130.0,18000.0
Nissan,1998.0,140.0,190.0,11.0,Petrol,5,180.0,23000.0
Nissan,2389.0,138.0,160.0,12.0,Petrol,5,205.0,22000.0
Nissan,1998.0,205.0,240.0,6.8,Petrol,5,275.0,35000.0
Nissan,1597.0,110.0,170.0,11.0,Petrol,5,140.0,18000.0
Nissan,5552.0,428.0,205.0,6.3,Petrol,5,580.0,95000.0
Nissan,5552.0,400.0,190.0,6.8,Petrol,5,560.0,70000.0
Nissan,1998.0,141.0,190.0,9.0,Petrol,5,195.0,32000.0
Nissan,1497.0,204.0,190.0,8.0,Hybrid,5,305.0,46000.0
Nissan,1497.0,187.0,200.0,7.5,Hybrid,5,330.0,40000.0
Nissan,3799.0,565.0,315.0,2.8,Petrol,5,637.0,124332.5
Nissan,4494.0,325.0,250.0,5.8,Petrol,5,451.0,50000.0
Nissan,2997.0,400.0,250.0,4.5,Petrol,5,475.0,75000.0
Nissan,2813.6,389.0,200.0,5.1,Electric,5,600.0,70000.0
Nissan,5552.0,428.0,205.0,6.3,Petrol,5,580.0,95000.0
Nissan,2393.0,151.0,210.0,8.0,Petrol,5,198.0,45000.0
Nissan,1597.0,110.0,185.0,9.6,Petrol,5,135.0,18000.0
Nissan,2960.0,250.0,225.0,8.5,Petrol,5,330.0,60000.0
Nissan,2960.0,300.0,250.0,5.9,Petrol,5,384.0,55000.0
Nissan,1998.0,250.0,240.0,5.6,Petrol,5,300.0,35000.0
Nissan,2298.0,135.0,150.0,15.0,Diesel,5,360.0,40000.0
Nissan,5552.0,400.0,180.0,7.0,Petrol,5,560.0,55000.0
Nissan,2498.0,127.0,140.0,14.0,Diesel,5,260.0,30000.0
Nissan,1198.0,134.0,160.0,12.0,Hybrid,5,320.0,35000.0
Nissan,3498.0,280.0,200.0,8.5,Petrol,5,344.0,50000.0
Nissan,1595.0,96.0,175.0,10.2,Petrol,5,135.0,25000.0
Nissan,1998.0,120.0,175.0,11.0,Petrol,5,170.0,18000.0
Nissan,1998.0,230.0,225.0,6.0,Petrol,5,280.0,30000.0
Nissan,1769.0,114.0,180.0,12.5,Petrol,5,160.0,15000.0
